"PropertyID","SALE TYPE","PROPERTY TYPE","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","$/SQUARE FEET","SOURCE","INTERESTED","LATITUDE","LONGITUDE"
1089,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,2525000,2,2,"South Beach",1352,1228819.79,2015,1868,"San Francisco MLS","Y",37.7864989,-122.3921487
1090,"MLS Listing","Townhouse","San Jose","CA",95127,775000,3,2.5,"San Jose Cc",1576,2613,1996,492,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.3611859,-121.822586
1091,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94595,399000,2,1.5,"Rossmoor",1140,1228819.79,1966,350,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8755692,-122.0825916
1092,"MLS Listing","Single Family Residential","Oakland","CA",94603,450000,2,1,"Oakland",782,2915,1943,575,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7438551,-122.1631851
1093,"MLS Listing","Single Family Residential","San Francisco","CA",94116,1095000,3,3,"Golden Gate Heights",1590,2677,1928,689,"San Francisco MLS","Y",37.7460602,-122.4706362
1094,"MLS Listing","Condo/Co-op","SUNNYVALE","CA",94086,899000,3,1.5,"SUNNYVALE",1215,1228819.79,1972,740,"MLSListings","Y",37.3680809,-121.998687
1095,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94117,3800000,3,2.5,"North Panhandle",4678,3781,1905,812,"San Francisco MLS","Y",37.774772,-122.4417998
1096,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95135,498800,2,1,"SAN JOSE",913,1228819.79,1973,546,"MLSListings","Y",37.286602,-121.756564
1097,"MLS Listing","Single Family Residential","Brentwood","CA",94513,659500,2,2,"Trilogy Vineyards",1468,5023,2013,449,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9044643,-121.7243997
1098,"MLS Listing","Single Family Residential","San Francisco","CA",94127,1250000,2,1.5,"San Francisco",1216,2809,1929,1028,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7267812,-122.4635532
1099,"MLS Listing","Townhouse","SAN JOSE","CA",95131,1098000,3,3.5,"SAN JOSE",1718,731,2016,639,"MLSListings","Y",37.3800225,-121.8981029
1100,"MLS Listing","Townhouse","SANTA CLARA","CA",95051,1399000,3,3.5,"SANTA CLARA",1600,679,2015,874,"MLSListings","Y",37.3410413,-121.9819094
1101,"MLS Listing","Multi-Family (2-4 Unit)","Alameda","CA",94501,1495000,8,4.5,"Alameda",3882,7180,1901,385,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7701845,-122.2585844
1102,"MLS Listing","Single Family Residential","SAN JOSE","CA",95132,1300000,3,2,"SAN JOSE",1513,6103,1972,859,"MLSListings","Y",37.3958847,-121.8503678
1103,"MLS Listing","Condo/Co-op","Alameda","CA",94501,430000,1,1,"Alameda",770,133752,1972,558,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7627367,-122.2700366
1104,"MLS Listing","Condo/Co-op","Fremont","CA",94536,450000,1,1,"Cabrillo",724,724,1972,622,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.554219,-122.01605
1105,"MLS Listing","Single Family Residential","MOUNTAIN VIEW","CA",94043,1998000,4,3,"MOUNTAIN VIEW",1925,5484,2009,1038,"MLSListings","Y",37.4028773,-122.0612224
1106,"MLS Listing","Condo/Co-op","Concord","CA",94521,379888,2,1.5,"Valley Terrace",1260,1228819.79,1984,301,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9564353,-121.971793
1107,"MLS Listing","Single Family Residential","Oakland","CA",94605,429000,3,2,"East Oakland",1652,5150,1919,260,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7569579,-122.1674427
1108,"MLS Listing","Condo/Co-op","Tiburon","CA",94920,1725000,2,2.5,"Tiburon",1758,3498,1973,981,"BAREIS","Y",37.8816606,-122.459715
1109,"MLS Listing","Condo/Co-op","SOUTH SAN FRANCISCO","CA",94080,879888,2,2,"SOUTH SAN FRANCISCO",990,1228819.79,2009,889,"MLSListings","Y",37.6634992,-122.4457167
1110,"MLS Listing","Single Family Residential","SAN JOSE","CA",95116,958998,4,2.5,"SAN JOSE",2222,3048,2006,432,"MLSListings","Y",37.343607,-121.85708
1111,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,749000,2,1,"Russian Hill",689,1228819.79,2020,1087,"San Francisco MLS","Y",37.8050971,-122.4201063
1112,"MLS Listing","Single Family Residential","SAN CARLOS","CA",94070,1798000,3,2,"SAN CARLOS",1740,6000,1957,1033,"MLSListings","Y",37.4959093,-122.2502561
1113,"MLS Listing","Condo/Co-op","PALO ALTO","CA",94306,1298000,2,2,"PALO ALTO",1174,1228819.79,1982,1106,"MLSListings","Y",37.427053,-122.146482
1114,"MLS Listing","Condo/Co-op","San Francisco","CA",94117,1649000,2,2,"North Panhandle",1390,1228819.79,1911,1186,"San Francisco MLS","Y",37.774781,-122.445008
1115,"MLS Listing","Single Family Residential","Castro Valley","CA",94546,750000,3,2,"Castro Valley",1272,12540,1954,590,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6904038,-122.0676541
1116,"MLS Listing","Single Family Residential","SAN MATEO","CA",94402,1338000,2,1,"SAN MATEO",1020,4500,1946,1312,"MLSListings","Y",37.5615921,-122.3084707
1117,"MLS Listing","Multi-Family (5+ Unit)","SAN JOSE","CA",95112,11000000,1,38,"SAN JOSE",20521,14474,1928,536,"MLSListings","Y",37.3281036,-121.8835439
1118,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95111,679000,4,2.5,"SAN JOSE",1392,1228819.79,1982,488,"MLSListings","Y",37.290079,-121.833485
1119,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95110,849888,2,2,"SAN JOSE",1596,1228819.79,2004,533,"MLSListings","Y",37.3400506,-121.8944256
1120,"MLS Listing","Single Family Residential","San Francisco","CA",94133,1995000,3,1.5,"Telegraph Hill",1702,2369,1906,1172,"San Francisco MLS","Y",37.803349,-122.407117
1121,"MLS Listing","Multi-Family (2-4 Unit)","SAN JOSE","CA",95130,1995000,3,2.5,"SAN JOSE",3440,7387,1961,580,"MLSListings","Y",37.293339,-121.982546
1122,"MLS Listing","Condo/Co-op","Richmond","CA",94804,575000,2,2,"Marina Bay",1007,2124,1992,571,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9122654,-122.339349
1123,"MLS Listing","Single Family Residential","Pleasanton","CA",94566,1329900,4,2,"De Prado",1705,9634,1975,780,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6687173,-121.8978608
1124,"MLS Listing","Townhouse","SAN JOSE","CA",95129,1649888,4,2.5,"SAN JOSE",1822,1729,1979,906,"MLSListings","Y",37.3047365,-122.0312032
1125,"MLS Listing","Condo/Co-op","Berkeley","CA",94709,520000,1,1,"Northside",551,1228819.79,1924,944,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.876631,-122.2601242
1126,"MLS Listing","Single Family Residential","REDWOOD CITY","CA",94062,2199000,3,2,"REDWOOD CITY",2306,7505,1974,954,"MLSListings","Y",37.4664041,-122.2500123
1127,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94404,1088000,2,2,"SAN MATEO",1230,1228819.79,1979,885,"MLSListings","Y",37.5565642,-122.2911041
1128,"MLS Listing","Single Family Residential","SAN CARLOS","CA",94070,1298000,2,1,"SAN CARLOS",820,5000,1948,1583,"MLSListings","Y",37.5127047,-122.260151
1129,"MLS Listing","Condo/Co-op","Union City","CA",94587,467000,2,1,"Mission Village",710,1228819.79,1986,658,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.594785,-122.004885
1130,"MLS Listing","Condo/Co-op","Novato","CA",94947,590000,3,2.5,"Novato",1516,2400,1976,389,"BAREIS","Y",38.087219,-122.555553
1131,"MLS Listing","Single Family Residential","SAN JOSE","CA",95122,599950,4,1,"SAN JOSE",1073,5397,1963,559,"MLSListings","Y",37.345148,-121.8330642
1132,"MLS Listing","Single Family Residential","SAN JOSE","CA",95140,1749999,4,2.5,"SAN JOSE",3170,124189,1985,552,"MLSListings","Y",37.360095,-121.7647362
1133,"MLS Listing","Single Family Residential","SAN JOSE","CA",95122,750000,3,2,"SAN JOSE",1201,6618,1960,624,"MLSListings","Y",37.3238374,-121.8453416
1134,"MLS Listing","Single Family Residential","Vallejo","CA",94591,385000,4,2,"Vallejo 1",1752,13068,1978,220,"BAREIS","Y",38.1134117,-122.2067294
1135,"MLS Listing","Condo/Co-op","Vallejo","CA",94590,384500,2,2,"Vallejo 5",1197,1228819.79,1984,321,"BAREIS","Y",38.0974866,-122.258529
1136,"MLS Listing","Single Family Residential","Vallejo","CA",94590,539000,5,4,"Vallejo 3",2022,6499,1915,267,"BAREIS","Y",38.1007197,-122.2438301
1137,"MLS Listing","Single Family Residential","Mill Valley","CA",94941,3495000,5,2.5,"Mill Valley",3622,12171,1930,965,"BAREIS","Y",37.897143,-122.5391524
1138,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94121,3680000,10,8,"Outer Richmond",4418,2495,1926,833,"San Francisco MLS","Y",37.779115,-122.499259
1139,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94118,1999000,4,2,"Inner Richmond",3276,2500,1916,610,"San Francisco MLS","Y",37.7748576,-122.4696686
1140,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,1999000,2,2,"South Beach",1949,1228819.79,2004,1026,"San Francisco MLS","Y",37.7836002,-122.3907074
1141,"MLS Listing","Single Family Residential","Castro Valley","CA",94552,1379000,5,4,"Palomares Hills",2689,5363,1991,513,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7163452,-122.0186357
1142,"MLS Listing","Single Family Residential","San Francisco","CA",94112,1180000,2,1,"Bernal Heights",1150,2500,1951,1026,"San Francisco MLS","Y",37.7347667,-122.4284615
1143,"MLS Listing","Single Family Residential","SAN MATEO","CA",94401,799000,3,2,"SAN MATEO",1120,6250,1950,713,"MLSListings","Y",37.5727838,-122.309135
1144,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,102000,2,2,"SUNNYVALE",1400,1228819.79,1976,73,"MLSListings","Y",37.4018358,-122.0034684
1145,"MLS Listing","Single Family Residential","MOUNTAIN VIEW","CA",94041,2850000,3,1.5,"MOUNTAIN VIEW",3554,8305,1939,802,"MLSListings","Y",37.392996,-122.0899304
1146,"MLS Listing","Condo/Co-op","SUNNYVALE","CA",94087,1065000,3,2,"SUNNYVALE",1200,1228819.79,1981,888,"MLSListings","Y",37.3426464,-122.040652
1147,"MLS Listing","Townhouse","SUNNYVALE","CA",94085,1399000,4,3.5,"SUNNYVALE",1906,870,2012,734,"MLSListings","Y",37.3878497,-121.9964736
1148,"MLS Listing","Townhouse","MOUNTAIN VIEW","CA",94043,999000,3,1.5,"MOUNTAIN VIEW",1128,960,1971,886,"MLSListings","Y",37.4054768,-122.0633959
1149,"MLS Listing","Townhouse","SUNNYVALE","CA",94085,1499000,4,3.5,"SUNNYVALE",1875,758,2019,799,"MLSListings","Y",37.3856452,-122.0074436
1150,"MLS Listing","Townhouse","SUNNYVALE","CA",94089,1199000,2,2.5,"SUNNYVALE",1610,743,2007,745,"MLSListings","Y",37.402928,-122.013198
1151,"MLS Listing","Single Family Residential","DALY CITY","CA",94015,1150000,3,2,"DALY CITY",1230,4205,1969,935,"MLSListings","Y",37.6570064,-122.4680199
1152,"MLS Listing","Single Family Residential","SAN JOSE","CA",95112,849888,5,3,"SAN JOSE",1880,4658,1901,452,"MLSListings","Y",37.3391887,-121.8816763
1153,"MLS Listing","Vacant Land","SAN JOSE","CA",95132,319000,3,2.5,"SAN JOSE",2091.53,20635,2020,772.32,"MLSListings","Y",37.3997857,-121.8232194
1154,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94401,980000,2,2,"SAN MATEO",1378,1228819.79,1990,711,"MLSListings","Y",37.5736964,-122.3406813
1155,"MLS Listing","Townhouse","SANTA CLARA","CA",95050,1099000,3,2.5,"SANTA CLARA",1430,1827,1979,769,"MLSListings","Y",37.354164,-121.95185
1156,"MLS Listing","Single Family Residential","San Francisco","CA",94134,998000,3,3,"Visitacion Valley",1475,2774,1934,677,"San Francisco MLS","Y",37.7165634,-122.4048488
1157,"MLS Listing","Single Family Residential","Sunnyvale","CA",94089,1195000,3,2,"Sunnyvale",1500,6765,1955,797,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.3947776,-121.9948289
1158,"MLS Listing","Single Family Residential","Hayward","CA",94542,759950,3,2.5,"Hayward Hills",1808,6832,1978,420,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6502287,-122.0385299
1159,"MLS Listing","Single Family Residential","San Francisco","CA",94131,979000,2,1,"Midtown Terrace",852,5275,1960,1149,"San Francisco MLS","Y",37.7555682,-122.4537345
1160,"MLS Listing","Vacant Land","EL GRANADA","CA",94018,85000,3,2.5,"EL GRANADA",2091.53,5000,2020,772.32,"MLSListings","Y",37.5017068,-122.4688381
1161,"MLS Listing","Multi-Family (2-4 Unit)","Martinez","CA",94553,750000,3,2,"Downtown",1576,4500,1949,476,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.00916,-122.130331
1162,"MLS Listing","Condo/Co-op","MOUNTAIN VIEW","CA",94041,1198000,3,2,"MOUNTAIN VIEW",1354,1228819.79,1989,885,"MLSListings","Y",37.3956458,-122.0920399
1163,"MLS Listing","Condo/Co-op","OAKLAND","CA",94607,635000,1,1.5,"OAKLAND",840,1228819.79,1923,756,"MLSListings","Y",37.7952061,-122.2704957
1164,"MLS Listing","Condo/Co-op","San Francisco","CA",94117,1790000,3,1.5,"North Panhandle",1811,1228819.79,1900,988,"San Francisco MLS","Y",37.7729854,-122.4519716
1165,"MLS Listing","Multi-Family (2-4 Unit)","Martinez","CA",94553,1050000,4,4,"Downtown",2122,5000,1949,495,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.0090893,-122.13048
1166,"MLS Listing","Single Family Residential","Clayton","CA",94517,749000,3,2.5,"Black Diamond",1749,8906,1993,428,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9470911,-121.9362932
1167,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,599000,0,1,"South Beach",448,1228819.79,2007,1337,"San Francisco MLS","Y",37.7789817,-122.3917515
1168,"MLS Listing","Single Family Residential","SAN JOSE","CA",95127,1449999,3,2.5,"SAN JOSE",2164,12648,1948,670,"MLSListings","Y",37.3866502,-121.8214306
1169,"MLS Listing","Single Family Residential","San Jose","CA",95131,1490000,4,4,"Berryessa",2020,2416,2020,738,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.379669,-121.881538
1170,"MLS Listing","Single Family Residential","SOUTH SAN FRANCISCO","CA",94080,1398000,4,3,"SOUTH SAN FRANCISCO",2310,2527,1997,605,"MLSListings","Y",37.6423189,-122.4498422
1171,"MLS Listing","Multi-Family (2-4 Unit)","San Lorenzo","CA",94580,825000,4,2,"San Lorenzo",1638,7625,1952,504,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6934326,-122.1208211
1172,"MLS Listing","Condo/Co-op","San Francisco","CA",94103,799000,2,2,"Inner Mission",955,1228819.79,1906,837,"San Francisco MLS","Y",37.7671841,-122.4186428
1173,"MLS Listing","Condo/Co-op","Vallejo","CA",94589,249888,2,2,"Vallejo 4",986,1228819.79,1975,253,"BAREIS","Y",38.1324195,-122.2396144
1174,"MLS Listing","Single Family Residential","Oakland","CA",94621-2617,750000,7,4,"E Oakland",3400,4600,1910,221,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.75833,-122.1826536
1175,"MLS Listing","Single Family Residential","Hercules","CA",94547,669950,3,2,"Hercules",1216,8280,1977,551,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.0107736,-122.2561277
1176,"MLS Listing","Condo/Co-op","PALO ALTO","CA",94306,820000,1,1,"PALO ALTO",529,1228819.79,1979,1550,"MLSListings","Y",37.413759,-122.12781
1177,"MLS Listing","Condo/Co-op","San Francisco","CA",94114,1995000,3,2,"Eureka Valley/Dolore",2080,1228819.79,1997,959,"San Francisco MLS","Y",37.7602,-122.429046
1178,"MLS Listing","Condo/Co-op","San Francisco","CA",94108,3200000,3,3,"Nob Hill",2571,1228819.79,1925,1245,"San Francisco MLS","Y",37.7929478,-122.4114198
1179,"MLS Listing","Single Family Residential","RICHMOND","CA",94801,475000,4,2,"RICHMOND",1206,2500,1966,394,"MLSListings","Y",37.943026,-122.3610313
1180,"MLS Listing","Single Family Residential","Oakland","CA",94609,799000,4,1,"Rockridge",1542,3750,1918,518,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8469694,-122.2569032
1181,"MLS Listing","Single Family Residential","San Francisco","CA",94124,1275000,2,1,"San Francisco County",995,2500,1944,1281,"BAREIS","Y",37.727584,-122.3842556
1182,"MLS Listing","Single Family Residential","Oakland","CA",94605,1395000,4,3.5,"Sequoyah",3563,24517,1946,392,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7654562,-122.1412954
1183,"MLS Listing","Condo/Co-op","Emeryville","CA",94608,469000,1,1,"Emeryville",743,286590,1988,631,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8450514,-122.2953657
1184,"MLS Listing","Single Family Residential","SUNNYVALE","CA",94087,1928000,3,2,"SUNNYVALE",1371,8381,1955,1406,"MLSListings","Y",37.349103,-122.0535369
1185,"MLS Listing","Condo/Co-op","Newark","CA",94560-5309,625000,2,2,"Waterford",1301,1228819.79,1985,480,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.515334,-121.995172
1186,"MLS Listing","Condo/Co-op","Albany","CA",94706,719000,2,1,"Albany",1017,1228819.79,1978,707,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.892833,-122.3036514
1187,"MLS Listing","Condo/Co-op","Emeryville","CA",94608,449888,1,1,"Emeryville",664,1228819.79,2009,678,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8287519,-122.2796038
1188,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,170000,3,2,"SUNNYVALE",1248,1228819.79,1993,136,"MLSListings","Y",37.4021054,-121.9996218
1189,"MLS Listing","Single Family Residential","San Ramon","CA",94583,949000,3,2,"Pine Valley",1309,7700,1971,725,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7392815,-121.9424892
1190,"MLS Listing","Single Family Residential","Hayward","CA",94541,899000,3,2.5,"Fairview",1913,6186,1983,470,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6891807,-122.0572661
1191,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,2300000,2,2,"South Beach",1271,1228819.79,2014,1810,"San Francisco MLS","Y",37.7864989,-122.3921487
1192,"MLS Listing","Other","SAN FRANCISCO","CA",94115,1800000,6,5,"SAN FRANCISCO",2770,2500,1900,650,"MLSListings","Y",37.7783886,-122.4449835
1193,"MLS Listing","Condo/Co-op","Union City","CA",94587,469000,2,1,"Mission Village",710,1228819.79,1986,661,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.5952299,-122.0052184
1194,"MLS Listing","Mobile/Manufactured Home","Hayward","CA",94544,185000,2,2,"Hayward",1440,1228819.79,2020,128,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.620291,-122.063217
1195,"MLS Listing","Vacant Land","Livermore","CA",94551,475000,3,2.5,"Livermore",2091.53,7650,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6870046,-121.7771763
1196,"MLS Listing","Condo/Co-op","San Rafael","CA",94901,749000,3,2,"San Rafael",1536,1999,1974,488,"BAREIS","Y",37.987847,-122.523928
1197,"MLS Listing","Single Family Residential","MONTARA","CA",94037,1030000,3,2,"MONTARA",980,5000,1960,1051,"MLSListings","Y",37.5396508,-122.508433
1198,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,350000,3,2,"SUNNYVALE",2025,1228819.79,2007,173,"MLSListings","Y",37.4011302,-122.007488
1199,"MLS Listing","Condo/Co-op","CAMPBELL","CA",95008,625000,2,1,"CAMPBELL",903,2000,1971,692,"MLSListings","Y",37.2931123,-121.9468324
1200,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94595,375000,2,1,"Tice Creek",1054,1228819.79,1964,356,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8675751,-122.0760267
1201,"MLS Listing","Single Family Residential","San Carlos","CA",94070,2250000,4,4,"San Carlos",2436,5060,1949,924,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.490407,-122.265053
1202,"MLS Listing","Single Family Residential","Kensington","CA",94707,1295000,3,2.5,"Upper Kensington",1953,8362,1959,663,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9119991,-122.2842074
1203,"MLS Listing","Condo/Co-op","DALY CITY","CA",94014,889000,2,2.5,"DALY CITY",1230,1412719,1985,723,"MLSListings","Y",37.7022338,-122.4426658
1204,"MLS Listing","Condo/Co-op","Oakland","CA",94612,899000,2,2,"Uptown",1031,1228819.79,2020,872,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8128921,-122.2677592
1205,"MLS Listing","Other","DALY CITY","CA",94014,999998,3,2.5,"DALY CITY",2068,1617,1920,484,"MLSListings","Y",37.7066896,-122.4603136
1206,"MLS Listing","Single Family Residential","San Francisco","CA",94109,1999000,3,1.5,"Russian Hill",1440,2726,1957,1388,"San Francisco MLS","Y",37.7966889,-122.4184459
1207,"MLS Listing","Single Family Residential","Oakley","CA",94561,850000,5,4,"Oakley",4000,6825,2006,213,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9698451,-121.7112183
1208,"MLS Listing","Single Family Residential","HALF MOON BAY","CA",94019,1789000,4,2.5,"HALF MOON BAY",2610,7500,1977,685,"MLSListings","Y",37.4622819,-122.4387394
1209,"MLS Listing","Condo/Co-op","SUNNYVALE","CA",94086,768000,2,1,"SUNNYVALE",926,1440,1971,829,"MLSListings","Y",37.3722691,-122.0101421
1210,"MLS Listing","Townhouse","Pleasant Hill","CA",94523,629000,2,2,"Ridgeview",1324,1290,1984,475,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.968594,-122.096554
1211,"MLS Listing","Single Family Residential","MILPITAS","CA",95035,998888,5,2,"MILPITAS",1380,6000,1962,724,"MLSListings","Y",37.4321321,-121.9178658
1212,"MLS Listing","Single Family Residential","CUPERTINO","CA",95014,4380000,6,6.5,"CUPERTINO",4231,10519,2021,1035,"MLSListings","Y",37.3300044,-122.0394262
1213,"MLS Listing","Multi-Family (2-4 Unit)","Oakland","CA",94607,799000,4,2,"Oakland",1783,2500,1918,448,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7972928,-122.2669864
1214,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,1799000,2,2,"Yerba Buena",1731,1228819.79,2009,1039,"San Francisco MLS","Y",37.7905431,-122.3959219
1215,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94115,1800000,5,6,"San Francisco County",2776,108900000,1900,648,"BAREIS","Y",37.7783923,-122.4449787
1216,"MLS Listing","Single Family Residential","Pleasanton","CA",94588,2350000,5,6,"Foothill Knolls",4304,17806,1986,546,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6666736,-121.9104866
1217,"MLS Listing","Single Family Residential","MOUNTAIN VIEW","CA",94043,1795000,3,2,"MOUNTAIN VIEW",1140,5369,1959,1575,"MLSListings","Y",37.4090637,-122.1027611
1218,"MLS Listing","Single Family Residential","LOS ALTOS","CA",94022,2795000,4,2.5,"LOS ALTOS",1969,6076,1935,1420,"MLSListings","Y",37.3981895,-122.1187424
1219,"MLS Listing","Single Family Residential","San Pablo","CA",94806,695000,4,2,"Tara Hills",1331,10660,1964,522,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9928927,-122.3188786
1220,"MLS Listing","Single Family Residential","San Francisco","CA",94124,925000,3,1,"Bayview",1290,1875,1941,717,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7285479,-122.381941
1221,"MLS Listing","Single Family Residential","Oakland","CA",94603,588000,2,1,"E Oakland",825,4056,1943,713,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7299267,-122.182831
1222,"MLS Listing","Single Family Residential","San Ramon","CA",94583,2888000,5,5.5,"Norris Cyn Estates",5467,50289,2008,528,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7416153,-121.9840565
1223,"MLS Listing","Townhouse","SAN JOSE","CA",95122,614999,3,1.5,"SAN JOSE",1165,1065,1979,528,"MLSListings","Y",37.315446,-121.844352
1224,"MLS Listing","Condo/Co-op","San Leandro","CA",94580,699000,4,2.5,"Alameda County",1745,1228819.79,2017,401,"BAREIS","Y",37.6706502,-122.1346584
1225,"MLS Listing","Single Family Residential","Vallejo","CA",94589,689000,6,4,"Vallejo 4",2663,5663,1955,259,"BAREIS","Y",38.125676,-122.2427665
1226,"MLS Listing","Single Family Residential","San Lorenzo","CA",94580,699000,4,2.5,"San Lorenzo",1745,1228819.79,2017,401,"San Francisco MLS","Y",37.670649,-122.134764
1227,"MLS Listing","Condo/Co-op","San Francisco","CA",94118,625000,1,1,"Presidio Heights",2091.53,1228819.79,1904,772.32,"San Francisco MLS","Y",37.7874904,-122.4540994
1228,"MLS Listing","Condo/Co-op","San Francisco","CA",94103,1295000,1,2,"South of Market",1056,1228819.79,1998,1226,"San Francisco MLS","Y",37.7779951,-122.4089145
1229,"MLS Listing","Single Family Residential","SAN JOSE","CA",95140,2895000,5,6,"SAN JOSE",5038,104825,1990,575,"MLSListings","Y",37.361753,-121.7631331
1230,"MLS Listing","Single Family Residential","Oakland","CA",94603,588000,3,2,"Brookfield",1060,3800,1910,555,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.733886,-122.180345
1231,"MLS Listing","Townhouse","MILPITAS","CA",95035,996000,3,2,"MILPITAS",1530,539,2005,651,"MLSListings","Y",37.4202613,-121.9019396
1232,"MLS Listing","Single Family Residential","Albany","CA",94706,1130000,3,1.5,"Albany",1460,4000,1938,774,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8976275,-122.2939422
1233,"MLS Listing","Mobile/Manufactured Home","Bay Point","CA",94565,49900,2,1,"Bay Point",520,1228819.79,2020,96,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.032112,-121.961572
1234,"MLS Listing","Vacant Land","Oakland","CA",94611,359000,3,2.5,"Oakland",2091.53,28429,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.854,-122.212254
1235,"MLS Listing","Single Family Residential","SAN FRANCISCO","CA",94132,1199000,2,2,"SAN FRANCISCO",1275,2748,1949,940,"MLSListings","Y",37.7135533,-122.4695346
1236,"MLS Listing","Condo/Co-op","Oakland","CA",94610,299000,1,1,"Grand Lake",672,1228819.79,1968,445,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8140595,-122.2502339
1237,"MLS Listing","Single Family Residential","Livermore","CA",94550,799950,3,2,"Livermore",1186,6850,1959,674,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6710871,-121.7839413
1238,"MLS Listing","Single Family Residential","Pinole","CA",94564,995000,3,2,"Pinole Valley",1875,16800,1956,531,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.989417,-122.2841299
